Password,Length,Has_Uppercase,Has_Digits,Has_Special
>>*DZrfi[O+{%k[|<,17,1,0,1
P<ni[}jf}lIV:L_}Z,17,1,0,1
evx8ryy04,9,0,1,0
$A$G@$P|Yqb%|y%+SN,18,1,0,1
nRyFQbSWNfjYYbQaAP,18,1,0,0
24b4u=yTdwc@T(h_A8>[V48S,24,1,1,1
N]o+9QCnK,9,1,1,1
b}]uR)Us:}=uPn5:,16,1,1,1
fbHDKteFCBejkfzPb,17,1,1,0
iercqrttxgoylriajcy,19,0,0,0
rrO2zXlKsDXz,12,1,1,0
3xyON8KbPKSc2A,14,1,1,0
6[^MxEH?/gq,11,1,1,1
1nyph{<gj%l^%[v,15,0,1,1
:g(pn>||_-mW|{<K,16,1,0,1
q_xz!:]$?4%b64(odr*w<,21,0,1,1
SD9VYaDusiRt6094,16,1,1,0
uJQoQc1akaZ,11,1,1,0
gk_pGYh@}=,10,1,0,1
cc_f&e=kp}/<,12,0,0,1
RBIriofAHqnWGDji,16,1,0,0
cjojzzik,8,0,0,0
zzxzvbzc3s8,11,0,1,0
ydktrlqbxiehy,13,0,0,0
jyHEaCogmSnxqCjLaORANvW,23,1,0,0
xb53kx6zhqxc2zpkftj4e0u,23,0,1,0
=lz;_B?SyOaea/^(Fu^[,20,1,1,1
+DOPf)TnpuACN,13,1,0,1
8_Eb$jSDiH8g!-+,15,1,1,1
t=!}&?#w,8,0,0,1
J>{*&3_/FK[TD>y,15,1,1,1
s{:abba=<{!$zf,14,0,0,1
z[//{b{l$b</ta[u!j,18,0,0,1
1zirrlU9H90khuqrLR4Yjse,23,1,1,0
YYmcmGdVzWLY,12,1,0,1
WTMoneuexcKAUVMwYF,18,1,0,0
5CTfmJtLOHM,11,1,1,0
nipf{_suc*j@bgo{d@{g$,21,0,0,1
ONN@*%qD:JG,11,1,0,1
u&?2Z1C<7cxpxh{uh}j,19,1,1,1
rg7zbzndf4h,11,0,1,0
AIVwcxIcN(ac,12,1,0,1
n*?udau<[^?f@#sv(j}je!,22,0,0,1
jEJAWqWgj,9,1,0,0
[n-!-;<+iu^c+yo>,16,0,0,1
U^^Nqz8XCmps@2,14,1,1,1
hlxkbwivvuqkzgecuckw,20,0,0,0
m[;))+#((.nqy,13,0,0,1
ZukobuQk@4,10,1,1,1
${c-lo5]m,9,0,1,1
ylUvhgOANmJ1dz,14,1,1,0
krzwyorskrv,11,0,0,0
my:n@v!j1>19,12,0,1,1
&[/sMJlF]tF/<H[wr,17,1,1,1
rlWkvwjksvFOeJL,15,1,0,0
"2#z#{zHGWRC<xU=,wVJL(=q!",24,1,1,1
znrqmdbdhvbjno,14,0,0,0
zn=zw]-|h}}#]$uy{!_?j>k,23,0,0,1
GjEM!M7UE,9,1,1,1
"Wu.q.^5L)4#|A}6,",16,1,1,1
fvtgxahMvAErQQzQaNbIApLn,24,1,0,0
=6/##=C-Y,9,1,1,1
g-;!>]!y*^ekb:k<%d)!z!e,23,0,0,1
bsey0bva1sbqful2ry17q,21,0,1,0
yaiupacqgcdaas,14,0,0,0
WATetlhMOJNxkYuMyNqqDfby,24,1,0,0
ZfFEmTmzC,9,1,0,0
28xrl5roq,9,0,1,0
yeATWKzWNOWRiqhJ,16,1,0,0
)z<asxElc5>C.UyxA[nK{,21,1,1,1
m.(v4^hsz{>l39>,15,0,1,1
2oxfv9y5y7l7ek,14,0,1,0
b7tircbfqza4jtbtqk3l2zw,23,0,1,0
gSkFgUqlYhWggZVFqrDZI,21,1,0,0
"a*>[/}lm,=#n)}^y=t(>?",21,0,0,1
ngs9m8o7dsik82,14,0,1,0
.(:j){?5#xg?*yh&,16,0,1,1
l35csx2iocypogei,16,0,1,0
Tmn8KNZj61heV75tBNGe,20,1,1,0
5<o5r0%*[,9,0,1,1
1rK4MTAXeqd0,12,1,1,0
IlkuamifPjtbEMBf,16,1,0,0
dpvkdbswcwh,11,0,0,0
OgjeLBQBssfBlWyLF,17,1,0,0
zZh$p!x@_OJ,11,1,0,1
UFkhQVAekHMqMVnJq,17,1,0,0
pC[}2ny3NJj$,12,1,1,1
vdnvsownfmdy,12,0,0,0
g2c18jyaix38lnoqd,17,0,1,0
"!S((fApm%oQm>Maby,DNmO",22,1,0,1
5pfv3vwtqaxx9c4e4p4,19,0,1,0
QCGMqOWilTuf,12,1,1,0
gNjXQSuBRTVSsgUozYg,19,1,0,0
slkCZgMqswieDpvdHuLBbm,22,1,0,0
*Y^[(+q$mUBl%r<|Tj,18,1,0,1
fgbxp2lw0e,10,0,1,0
WlkuiTdFVKbchipNBmhV,20,1,0,0
TgRCqdywPQVw,12,1,0,0
Kgi/HP<Gpfw)AZauZjZ-%>@;,24,1,0,1
E0&N#uz{k!kCy,13,1,1,1
sprrbwziesrwxtjxkkfnfdjc,24,0,0,0
+O;e_N{kJu$A@,13,1,0,1
8Za0R8P50DrI,12,1,1,0
:0zd<-56{k@cvk|,15,0,1,1
*BMf:SBxy^r*dKjV,16,1,0,1
pGKSoUmDqZhTjaWrxErRmPmp,24,1,0,0
"@Ng.0%l(M&x?Vr}F$W?,d",21,1,1,1
b@-TYc$&E>_xbtIml,17,1,0,1
pfM+/0waj)7yDGIYAg,18,1,1,1
jo1glizwm,9,0,1,0
Dk|jNJi|TMK?28|Sa0,18,1,1,1
3Ii5Ir/0[>1s9pV-Ek<CT,21,1,1,1
iYh*kBJt;kTl(Cz#U!@w.|=S,24,1,0,1
]p/;)&g*:7s#fh[_e?hs>:r,23,0,1,1
ZxNTDKcgQxP,11,1,0,0
EC1axEgA5i,10,1,1,0
zqsb&&{c},9,0,0,1
JKGBepNPRxVyJeoMU,17,1,0,0
GdSptWpw,8,1,0,0
"_$(gTV,ydsO",11,1,1,1
i:yVWawC%Z,10,1,0,1
#}(!=v}..,9,0,0,1
ssHMrVHblfUj,12,1,0,0
u#C%[;p+QKV(;K>NhrH,19,1,0,1
l?q81j-4&3,10,0,1,1
VjI8D^4c-cX>P%]]l{%sY|,22,1,1,1
(!|5Yv243M,10,1,1,1
#e&j%$j@#d*na-<=m,17,0,0,1
gk]KmZC.DGE;}NIzeDGA&{,22,1,0,1
vkxdwccw,8,0,0,0
xBXFgLvTpMbq,12,1,0,0
wcMgYuSndHXyrEyV,16,1,0,0
adiq0thzy8fv5heel,17,0,1,0
lvTATNT2EF3wFh,14,1,1,0
o}m(<}thja*$of,14,0,0,1
ma(wKsSdS6GjUAu6byOFW:,22,1,1,1
"_Tex<%[hA,HWm=dwN#j[",20,1,0,1
)!.oc9#u).gh+ay|;/5+.,21,0,1,1
krhjdwvgiklxbjj,15,0,0,0
v6afmiirsz86017v,16,0,1,0
WvnfttzHtw,10,1,0,0
amibm8x4z9dq,12,0,1,0
wD$G[sUsW]UerT]M@$6XRARM,24,1,1,1
e4w66qi2wm78agzovzx7tgr,23,0,1,0
Uu]s@nO[)%jvr=4^@s(@U0,22,1,1,1
"bmk+}<z+}ar-,jj#l^x&",20,0,0,1
"|me--%&*vge$,jt",15,0,0,1
:g4%3$SpooDRnx+sYp,18,1,1,1
o4ah4KIUdTwMZho,15,1,1,0
"j,-1m<t|5-m5|",13,0,1,1
45cmkzlj8ns4pftvzjfbip,22,0,1,0
s-EOTQT^rY|=O(v)xRvrzS,22,1,0,1
dpvgashdrqvxsas,15,0,0,0
LASgtnwbtjlJVuOf,16,1,1,0
DPzYbsRCtpDDQQIl,16,1,0,0
"812t,@#m|<2(pp1t<=odx",21,0,1,1
mq41VQjdA!)j*uW:k,17,1,1,1
:[.iao.=g][#qxth>usa<,21,0,0,1
PY:i$]L-k)1ghqK;rX,18,1,1,1
JdsDRRDnIEofdbycOpP,19,1,0,0
(.?!#IkCxR%<LT>d^Fe,19,1,0,1
gr({nx;j:*#+_hjd,16,0,0,1
tSgajldJOLFLTKOnweKmFYnp,24,1,0,0
x3m0s0j8,8,0,1,0
gdc=J+XR)F^._E>k,16,1,0,1
jesRbWZp]X-XaFq]i%*<@NWO,24,1,0,1
Y/[}{}$dnp[X]qMyNqdW/,21,1,0,1
"]ow</?.jvo,_-,jj",16,0,0,1
HlWzrbRL,8,1,0,0
oDQZyaeghAYRI,13,1,0,0
NWSocqDWDd,10,1,0,0
0glljronzqv,11,0,1,0
;mi+k<%{;([g&w(!,16,0,0,1
pOCDnQootPpcKDnboR,18,1,0,0
"B>H%,:Vz",8,1,0,1
fujsdkonxhwcrvugfsljbz,22,0,0,0
&l?]Pr/p|;(?WS]<,16,1,0,1
+h|}0g|)8wl%-,13,0,1,1
zu33kx4o,8,0,1,0
":u+$#,|c#^q>n",13,0,0,1
"c,@5qdUSP@4$g",13,1,1,1
+;^}(e<*dl<^-)[,15,0,1,1
w7y4ybzs6fezvg2nxy,18,0,1,0
7Bhroz2RpITVqRgrQoY6,20,1,1,0
aggrlcbiyffbr,13,0,0,0
"h2;zu,,*8/)b)zb0,8!6+",21,0,1,1
nrjttjrtwvc,11,0,0,0
5o7/3$6b3dxt($lyq9d<9r70,24,0,1,1
wJexUkRIChgFL,13,1,0,0
m01s0gmo5x3jsxdb,16,0,1,0
k6f5swvgg55g80afvb3vya,22,0,1,0
jLgaLpUPOmyjQYPkGK,18,1,0,0
"mis:?+a>p*>nerukm,zg&?+s",24,0,0,1
jvnb^:$sii#|a,13,0,0,1
RzCj^c*dm{EiO-+(,16,1,0,1
IGERsur#?{/1d,13,1,1,1
&v&v*lov-b!t&wqv|t,18,0,0,1
arx59sujwm5ef9,14,0,1,0
m3g6jh7!sg9vdmpjcvk]|e,22,0,1,1
fhx@i=-!nziau;:(xxi^gv^?,24,0,0,1
xjUX7MaLGuBmKXDY3f,18,1,1,0
<:l]bzwo}e-+/8h+)$)>_,21,0,1,1
1csxy53cy8xdmm92z44w,20,0,1,0
U(5B(%!D!uJ1i<M=jW^p,20,1,1,1
kCJdtrTgeakDROWgkZXXoO,22,1,0,0
z#=?%q;hjpd>u{|iv-]|b-|,23,0,0,1
ayoaikpphoziowgxxhe,19,0,0,0
ykp1ux8ujsyrdk3pyldm7kg7,24,0,1,0
$A:+^wd7^?]B2;2,15,1,1,1
qHTpifWpLdpqHJ03HhrY,20,1,1,0
CPwdkDJHmu,10,1,0,0
iirrvzrsoojgvysxelez,20,0,0,0
d!:}pkre/)q<e^].mwezsmfg,24,0,0,1
[y?;>a//]|[ti+|im[]j,20,0,0,1
pfkisrbmqoouetlc9,17,0,1,0
h+%_[$n>*u+[.b)!%<qd{r,22,0,0,1
pyqaodxumhndqibb,16,0,0,0
ncwv7m72uigns0jx077zg,21,0,1,0
oxuqzzzpysp,11,0,0,0
hA2t1uw8G347,12,1,1,0
FbjombFVqfu,11,1,0,0
CTnCjBHeMxRWbkRSqFjPer,22,1,0,0
sjbkp]!lh+)bv%no}vb^}e$[,24,0,0,1
&_(9LF8W-/z%XebG0,17,1,1,1
1!ew!x#?c937,12,0,1,1
ckxmfolqosqhy,13,0,0,0
47+a1<&a,8,0,1,1
pegqjljvpeaemndgxubagt,22,0,0,0
8&lb8yt=,8,0,1,1
nxpcvgurptxnncaice,18,0,0,0
vMmRNAXTRWpSXawgpNwqY,21,1,0,0
JrYAuACfOY%,11,1,0,1
5pjodruvn65p4lka,16,0,1,0
jffh6u90kfopqt60aztplq,22,0,1,0
waordwzs4b7nkgr9,16,0,1,0
tcszjcfuevrlkq,14,0,0,0
rhcikglxmboynddn,16,0,0,0
rc2y5uy0jug4sw,14,0,1,0
gsp?r@x@uz;!f{tw|v;h,20,0,0,1
gxy6wnnhisaduxmw40wc4v0,23,0,1,0
O!xU{Dd)-voD!+,14,1,0,1
zpf^&a)y@ss(_,13,0,0,1
"el@a#;t],ZrBVj",14,1,0,1
PpXQJBowCtECiIdG,16,1,0,0
0c?4]]$+qi>y=(9}/j=.%q,22,0,1,1
mcnrte[?kq$jk[x:a$@l,20,0,0,1
uBtqIwlaNrtwgXKpX,17,1,0,0
U6A/mqyh%M,10,1,1,1
SRnnIuky,8,1,1,0
gL$FMIRdy>%GR,13,1,0,1
kpihibPaJM,10,1,0,0
"w,:,e_7#!x16m6|",15,0,1,1
au&!:|g.y,9,0,0,1
8AbQj(d)DAZF7olV7G,18,1,1,1
rl}*=pg|^#vy[,13,0,0,1
EPJOGH7wotSYarizzgGuouN,23,1,1,0
YKS4GyEWLcGB469,15,1,1,0
wq9BqnpN2HbVwPGOWItXj,21,1,1,0
jM:lx[tVZRLYd:UL,16,1,0,1
DcY-XK-yznY$e_NQFYtDkn$,23,1,1,1
f0byaVs0,8,1,1,0
jdanebnr,8,0,0,0
%A8#|dpsQp|,11,1,1,1
S(<vLnL=%,9,1,0,1
g2l&cr04!.&,11,0,1,1
qrhcgsdwkiuqs,13,0,0,0
lbjflaneqtmutn,14,0,0,0
"{/i]]j-j{nchec,$%lwyq#",22,0,0,1
ZaLtXQjL,8,1,0,0
y|>y{!^rju?o/r-|@&v-};,22,0,0,1
4{3$5$8hd,9,0,1,1
tydM$}YHNARi@@hD?-;Dma,22,1,0,1
c|{rxtu&%.m/6v0g@[7,19,0,1,1
_I0Q-a!5}XHl&?I7&.;/>.Ny,24,1,1,1
aH[R9C=>8_OWL1Oa?oINL}cu,24,1,1,1
iHITEikwP,9,1,0,0
"sa.2_)@,}+,*|r",14,0,1,1
IzZSdDQMKRtzbkROwPZTpec,23,1,0,0
QIPNw}(f+Bq%)qo%fc<,19,1,0,1
"psd+vt,n,|^,h*",14,0,0,1
wzeszzgxjsgtmdzf,16,0,0,0
ozcxtladthpn,12,0,0,0
XxDrNyYMRiWhAoWwRPyjpoy,23,1,0,0
"ll{mgSG]%:2A,{a",15,1,1,1
2IpC6deN6yH3SvtRF,17,1,1,0
"p;s,a!;og{<+zt",14,0,1,1
Q.xFF<<.f&!dKhJYFydWz;.,23,1,0,1
gpX{pEyXQY,10,1,0,1
m7I59bm2O,9,1,1,0
u@a%5-&=<:|}-x[0c8,18,0,1,1
"ib=3zlse!,?gqtom&+edc",21,0,1,1
"rg<.=,hlf>hi9y@b#%",18,0,1,1
rXIqdNDlEsx,11,1,1,0
iWFNFeXxy-FYP&ei)ychD#X,23,1,0,1
gkxLxuwPvJGYMAdZRX,18,1,0,0
e7crh3m18g78ol,14,0,1,0
5o36rrv27l7577k4w9173qf0,24,0,1,0
"nw+c]BThAv,mJ",13,1,0,1
VG*rWt|#VRJbpz,14,1,0,1
znyxdgfnyejjprdyymm,19,0,0,0
xRHdFybzMOZXDg,14,1,0,0
e9QCKZDaUWSxWLuEejzy8Bj8,24,1,1,0
]}A?%ZrP*,9,1,0,1
:EoB)inJx,9,1,1,1
FGzCcn11cAlH18DzYD,18,1,1,0
nsy39p5zgf5ezzl,15,0,1,0
9sWJF5W5yoQZNep2jF5al,21,1,1,0
"z^jf|s{*$<}{>tq|ez,p^a",22,0,0,1
"]d/(eqq4,{eif=m)5mlozo",22,0,1,1
bw=!td*{./DM}eL,15,1,1,1
jypmtakdcqjx,12,0,0,0
4100xugf5wqc8zq4jzzqtyi6,24,0,1,0
qeriwwqymsnodmqmj,17,0,0,0
qCFJQFcXcr2HaB,14,1,1,0
$9+A(7U-xQ-#,12,1,1,1
+%r/(f]|png^x!so(x&,19,0,0,1
:((wr_)&x,9,0,0,1
NQnjYU7xpJK6RjSwlFh,19,1,1,0
NzASbtSEOm,10,1,0,0
>>m{dw&w:4{!^,13,0,1,1
kpezgxbngef,11,0,0,0
ITsLM3jzh0EjxflkZpAZo,21,1,1,0
rh7dqopetihxjzox8,17,0,1,0
JUvoITiSBStxvHD,15,1,0,0
aNWWZBezqHgXijfoSlTCDEF,23,1,0,0
v8yxtuw3d07zwlrr3tvo,20,0,1,0
"zf]44>[8-|{:d,_m",16,0,1,1
tAc^$7JzadB),12,1,1,1
kGoYG&Mwqi&}JnvKLzc@sJ,22,1,0,1
AczUeVz3LDBGf1kT5Aqv,20,1,1,0
dfj8iYGOnMcDhQN5VrZDJFK,23,1,1,0
F]H!VtgQ_zSlu},14,1,0,1
ninoypdiatypflmbgelmhcb,23,0,0,0
imeiijakcs,10,0,0,0
"$+(,vtmv-j]",11,0,0,1
C2grk1tMZ512DI4DZ5l14,21,1,1,0
weUSPcSQPYjyhjcSqzTKTK,22,1,0,0
UUrNdtcPX,9,1,0,0
+Na^Gj<_aFRCd:Qsv,17,1,0,1
"9<?,1exyaw^ept|1$@#&4",21,0,1,1
"ANoM6EV3;(NyiRFiB&k3,=",22,1,1,1
pygo1z8khcm7yaf,15,0,1,0
;r__x*_?@w:**;]rgaob,20,0,0,1
oHtRWCXpgqMCp&,14,1,1,1
e*:}*_$[-:otc/y_<^,18,0,0,1
"ug?_;/)fov-l,.hi",16,0,0,1
nDClYBEsYIRgkORm,16,1,0,0
#1/1-[3x=8p6i<f,15,0,1,1
bqnzpdxzbewyxz,14,0,0,0
=nK/w=GOe;gTYpI*8fWu@2,22,1,1,1
58ukydgiwgv7cm9j25vf,20,0,1,0
"p,.f53k}:",9,0,1,1
D5foQOvGz;>(sM>zQ6,18,1,1,1
"x?zk(f3,zli_7u",14,0,1,1
gcA))mG_x,9,1,1,1
rky1njjqgzbpw9kaogms8,21,0,1,0
"ok.#0></l,g2td(",15,0,1,1
vwjzaiyxorhiurnjvokac,21,0,0,0
@f)s}qsf$o?)/oy/t,17,0,0,1
xhbvrITLRsgnD,13,1,1,0
*e!<f^ng[/f=k<x,15,0,0,1
pes0h2bl3nfklh6qm3h,19,0,1,0
@v<bef?o-!lniirj,16,0,0,1
4kqA5Vw1WjO9qjUmQFOPsc,22,1,1,0
4xWKHirvVLqjfM,14,1,1,0
>Rf-8*Y)E?B,11,1,1,1
lPIRApiMbMvvKccmCcpJSZfv,24,1,0,0
d)g][;we/ozq{+#m;l*r#u_,23,0,0,1
gjd&#a0c+0j0z<,14,0,1,1
:gQs.|oPr,9,1,0,1
-02--&_bb8a?8ms%,16,0,1,1
qtvlswevpvpryz07epred,21,0,1,0
",x&rxf&ocz>i>]v#s,s.",20,0,0,1
xiwmeCl9KmFqH3WjCrj,19,1,1,0
G|HZR:}=zluIGUQSzQScF*,22,1,0,1
zv=W}Jn.gh,10,1,1,1
RtmyOq!X/.|Pe_{dGb,18,1,0,1
u-=wtml[b;+|.bcv,16,0,0,1
{iZj*O*O?wa_fnP,15,1,0,1
XvUFewCIfRbES,13,1,0,0
$vf[/GN7MLmR],13,1,1,1
hrjnvszKB)|.F#oYvpv,19,1,0,1
#r[m#n>VJ.O,11,1,0,1
vQy1ekpVDc,10,1,1,0
8e46cngldcxui,13,0,1,0
";ij?.-s*muihxk]%w@,f",20,0,0,1
Pr1]jFKr|Sb%d*#,15,1,1,1
rSXHouaBwndop,13,1,0,0
qRlHKbhONTsbP,13,1,0,0
ebu90h10tvfwnuphtuyito,22,0,1,0
:p_&UTLHdB?=YJeFRS,18,1,0,1
lvzzltyqyd,10,0,0,0
l3;u]:8)54_4mt{:a,17,0,1,1
51lYed2N5,9,1,1,0
lpiI91oNXlP7iwmpGke2k,21,1,1,0
f@[oX39kHJ{w*MPX1G??>,21,1,1,1
etqtbmmupzfsbkmlvp,18,0,0,0
"Z,tD;DA*Yz+(@u5(5s*",19,1,1,1
iuikehdiuyuohajflzboc,21,0,0,0
c-KpW?pA&PNbYCZo=?qf,20,1,0,1
y-lyeyw$1t.m==_a5hb>yb,22,0,1,1
",;knxe*qqas",11,0,0,1
gh;+=(f$k4e,11,0,1,1
ur@(szrw+]$f!#g^-),18,0,0,1
ywapu1t2a8u1r7qh70kruc,22,0,1,0
ufof-Ljr1scLa0dHYk,18,1,1,1
"+!c54eFF=?qg$,eO$6a*a",21,1,1,1
"zx&x$wysv,<v>|_h$",17,0,0,1
dtg|k.>>|un%e^&]i,17,0,0,1
"=j;!x?in/q,i+g.x?bk;",20,0,0,1
vqkyfowyiehfhehjrcoigiie,24,0,0,0
J-JT=8qcC%wpldIjXs};H,21,1,1,1
OPzm49wGDLbarB*JoH..u&>Z,24,1,1,1
REbYBzR0%_/rPb*/0kO4d,21,1,1,1
}bip@*wo!pwc@?u).:5pz,21,0,1,1
_AM!(%Lt0ka5=mq=x7+,19,1,1,1
4zhuhqcvisjlrtz,15,0,1,0
l?](s#%<f{/($=a!bht:[v<z,24,0,0,1
.|PJ[dQI@u,10,1,0,1
rfzuwuwhtlqwmktsc,17,0,0,0
PZzSWuJdfZmJiMpPIU,18,1,0,0
=AbG!zuCnBhe{Q)l,16,1,0,1
Lj>VU>%)(gb%ZD,14,1,0,1
w*-5bp369tl9(-a,15,0,1,1
qLToSWuNDMhHZJTZW,17,1,0,0
FaPCFX2vv,9,1,1,0
&{T|G$WS,8,1,0,1
c+VDy=m@,8,1,0,1
qNwmPsrIkSQKalBqDiCApg,22,1,0,0
fuodwffaciaxxstozrlzwasi,24,0,0,0
"+I:au&tEm-fr,e",14,1,0,1
c7k0lejiczrihswej6z,19,0,1,0
x#q|%<b.!w|a$#&}a,17,0,0,1
6LucZqNhv,9,1,1,0
qiyhofdre,9,0,0,0
dQGb%_NSa(42>,13,1,1,1
kkmkvyjwecn,11,0,0,0
&e.#vq!;,8,0,0,1
TAeSBIiMFzQOWuqdZqzB,20,1,0,0
AG9%v=(3gui-P9R?)fd,19,1,1,1
uPozmnGVuO{V)smoZZK-y@F,23,1,0,1
gQDXOFhwQsqWuicuTZdGc,21,1,0,0
ofnXCOh_JhijgTwn,16,1,0,1
b$S|J.e|<wwv-t,14,1,0,1
YM7MxwPcz,9,1,1,0
#t.{i4u[5s#4z12?n@,18,0,1,1
xqz*y[_y,8,0,0,1
zktzJSIsUkOduGKkZgxmFbF,23,1,0,0
@b8}4$ri[w^]$8q7m9q98<,22,0,1,1
>kt=qit!-j,10,0,0,1
dNYsYr9q5xBb2VxIz4,18,1,1,0
iomszoazrekaraxuhrjbwm,22,0,0,0
hrukuwjmcrhx,12,0,0,0
zyxilvphclhhdmii,16,0,0,0
(ViwxGO&mUxH,12,1,0,1
hpcqaqzbspxbpeqvqy,18,0,0,0
=gljju<|*n[iu,13,0,0,1
bweyftoijemfnblartysz,21,0,0,0
suyraxzvcioyawy,15,0,0,0
n>;[<vfnq=,10,0,0,1
L6DfikA6Qa,10,1,1,0
ZG&qmiYg,8,1,0,1
7YDgyTzVAPI5Ywv,15,1,1,0
9?:+.q&(,8,1,1,1
rv{ocsi{lc%_c#,14,0,0,1
eJ&z$DsbQ*s,11,1,0,1
ZwIcM1bV5gg7,12,1,1,0
p<+/&+dq,8,0,0,1
NYmbTjPLdqZ,11,1,0,0
"/:y,wK#?=k-",11,1,0,1
loFMGxrDyfZIWFpCx,17,1,0,0
53w$/&?3i;|%$&0,15,0,1,1
:wg=y_v$#w@k:o|50|7[xd^,23,0,1,1
SJ7aLIci9HST6tAm73jex,21,1,1,0
5pag112s001gp1y,15,0,1,0
r5m5m7yji5fs2yx23ca,19,0,1,0
YM%Q^;?#,8,1,0,1
PWDSSXRuExhyUxjgnCCwWyS,23,1,0,0
@O#79#Fs,8,1,1,1
jlbvKn>@H&pQ6jBSNl:0,20,1,1,1
QjJ1CwMIX68oKiE,15,1,1,0
+!G5Ah*[%.BwS@+jv,17,1,1,1
clgdxtnz,8,0,0,0
rxacldsujsxugnnfbmzikpf,23,0,0,0
vllsowca82xo39lt,16,0,1,0
X|IFHb%.h#c>GzMVifR%,20,1,0,1
rxlfisukepqeaqhzybyviqiv,24,0,0,0
2>2s}y*0#b+%mwcn&3e,19,0,1,1
uEq0jsa6f6z,11,1,1,0
oWejctsR,8,1,0,0
3*cy+57];k5*i[27m06x,20,0,1,1
5uegd76d9a0u,12,0,1,0
ya7y4jlol,9,0,1,0
$taehshzy%|raap/:,17,0,0,1
"%fx<y,|vrl^.?m>6ln>}y",21,0,1,1
"nbj/qm<)ljc-!$ri)d&,v#],",24,0,0,1
nk9xncbygwnafctvtibo61ab,24,0,1,0
^^(e!lb0&ldy$n8d613:047,23,1,1,1
76j|/%<4s*]_st4{w,17,0,1,1
JsDmCfMARfKDs,13,1,0,0
7]!(3@!&n:?q%&hes)+t&,21,0,1,1
ycru9eokfgue1,13,0,1,0
8grtgfa4g7vuk,13,0,1,0
ZxVJAeqYzrdPQfrmjURBJTgo,24,1,0,0
IVGSRMRkKt,10,1,1,0
aHLmpRUphyEpkxALveCyx,21,1,0,0
">KJ3EN/r]DuQAH}H,;hB",20,1,1,1
!KEGJDSNT,9,1,0,1
fI:D&U}<4,9,1,1,1
^NyQTgr)K*ANbkM/S,17,1,0,1
o:l^v]f%|of_|.q,15,0,0,1
"Fl2lQmkamHTd=q%]!I,q",20,1,1,1
tif.mt_wkj(,11,0,0,1
3GFYPI2cM1T4,12,1,1,0
&I<4mE}b727u;ET{N8#8?,21,1,1,1
cuvzbojzbbrungcwgykk,20,0,0,0
p/nktp}{g@r/*t{k,16,0,0,1
"e/qbwhi{k*kge$,.e|",18,0,0,1
6yvyyabz2kxuq05ysdf7ns,22,0,1,0
7c1z45fupr5ymxns7q5l0n74,24,0,1,0
6hsh36ArsM,10,1,1,0
ur1lJJeCpIfrT0aDyH2ix,21,1,1,0
q-hq!xpvgX#-hBbB:,17,1,0,1
favabdojfivjhaastin,19,0,0,0
6kcizs2vdl5jd,13,0,1,0
I^tMF^*56rRq8PgVpZ@,19,1,1,1
ej55m323av5tuun9wlali,21,0,1,0
"m*nwz|*/<,[l|zmx))&",19,0,0,1
_-^b#z_-8,9,0,1,1
"98,6)6b52g3<!e1+/%!x5",21,0,1,1
&/fs@c19c_v{,12,0,1,1
iAi8fcbPJXfZBTyXNjbJiv,22,1,1,0
guhvwq?zdecs,12,0,0,1
_OMvj-<H^KM_T},14,1,0,1
n4IvlO9ffBwcAy,14,1,1,0
mlhlitojb,9,0,0,0
gx*o=b>*r?v_x<|gxk;,19,0,0,1
}<siz[y/+)lw%_{q,16,0,0,1
hT4^kq<V6BQT[ZS=n,17,1,1,1
ahdfw^[)dx^9j?01^z0k0:,22,0,1,1
5yTUQBb5Ug,10,1,1,0
xbroeyroaxpjs1c9if917o,22,0,1,0
tvaqgqjg,8,0,0,0
k_kYfTD}X(DM/K:,15,1,0,1
PxrUKH5Z3oPJOHCtew,18,1,1,0
P0KeYIYsKXgw3t4E,16,1,1,0
Bs&-c][O{<m+w>|O[+r(,20,1,0,1
ptvlhcnct,9,0,0,0
pgaNFkqsQnXPMeJicOLFnHe,23,1,0,0
pr4kXwyFXfOxHgB4XQth,20,1,1,0
"-gbya?b,",8,0,0,1
hUBQngtyWcGnDwze,16,1,0,0
5=@*{m&$zw3y.3;>,16,0,1,1
eusuakdfsuevkucbjweh,20,0,0,0
EKlQONyW3ToQZVMV,16,1,1,0
<ydnnikc$qpc>_,14,0,0,1
3gjfeht8s95,11,0,1,0
isC1y1x1yS,10,1,1,0
tn)q$ez#?e[te}qtv$)o;?9},24,0,1,1
GEsjHAi<,8,1,0,1
HmzJSXMxsNbU,12,1,1,0
VRoyWbkF2dnj,12,1,1,0
"^s<[sp:y=.+,!k|k+/h*@fn;",24,0,0,1
JVQGugqIi,9,1,0,0
M:VLx06SJ{,10,1,1,1
?50HlF>y7iUnR??Rwl=i|q!,23,1,1,1
EmJ1e3SVWnO1PnlAIwH,19,1,1,0
tfazyjyz,8,0,0,0
jtl2c78rt75bbrg591,18,0,1,0
gI]z$_[H>uEuliZ.gU!k_dd,23,1,0,1
trZF3m7EK9TYeJ7UsAzSw8D,23,1,1,0
bvh{xxaoagc,11,0,0,1
mfrj2bcf1fi4mz,14,0,1,0
{.m^ez)r$>[?%[}biv,18,0,0,1
JE}MYWIv.Hsyt},14,1,0,1
^iu}[l-yf[^,11,0,0,1
Z.;^UaP&-O7G,12,1,1,1
7gvvqysqt5vr6j,14,0,1,0
bqw|3$og9)gct,13,0,1,1
NEtzgXGSVDOUxKzj,16,1,0,0
WNmNjLyUOCz,11,1,0,0
